,Label,FileName,Score,left,top,Width,Height
1924,lavenderDie,MC2-Image-Data/Person16/Person16_3.jpg,0.27918000000000004,2500,1361,431,484
1925,yellowBag,MC2-Image-Data/Person16/Person16_3.jpg,0.30378,14,11,2393,2359
1926,metalKey,MC2-Image-Data/Person16/Person16_2.jpg,0.396,847,1049,1465,1140
1927,pinkCandle,MC2-Image-Data/Person16/Person16_2.jpg,0.49177,1694,686,336,575
1928,lavenderDie,MC2-Image-Data/Person16/Person16_2.jpg,0.30989,202,2440,484,484
1929,yellowBag,MC2-Image-Data/Person16/Person16_2.jpg,0.51237,14,1109,2648,1926
1930,cloudSign,MC2-Image-Data/Person16/Person16_1.jpg,0.26546,552,132,1479,1654
1931,eyeball,MC2-Image-Data/Person16/Person16_1.jpg,0.37740999999999997,1936,242,995,595
1932,metalKey,MC2-Image-Data/Person16/Person16_1.jpg,0.30332,1170,1563,1976,1422
1933,partyFavor,MC2-Image-Data/Person16/Person16_1.jpg,0.45555,54,1664,1896,1371
1934,pinkCandle,MC2-Image-Data/Person16/Person16_1.jpg,0.26103000000000004,1949,1764,390,998
1935,sign,MC2-Image-Data/Person16/Person16_1.jpg,0.495,1089,615,995,2410
1936,metalKey,MC2-Image-Data/Person29/Person29_8.jpg,0.29641999999999996,834,182,1533,1563
1937,pinkCandle,MC2-Image-Data/Person29/Person29_8.jpg,0.54072,1291,414,578,1129
1938,sign,MC2-Image-Data/Person29/Person29_8.jpg,0.59568,1224,11,1291,2410
1939,birdCall,MC2-Image-Data/Person29/Person29_9.jpg,0.29481999999999997,672,787,2393,2067
1940,cloudSign,MC2-Image-Data/Person29/Person29_9.jpg,0.31898000000000004,1425,1029,847,1089
1941,pumpkinNotes,MC2-Image-Data/Person29/Person29_9.jpg,0.32084,1089,575,1533,1583
1942,sign,MC2-Image-Data/Person29/Person29_9.jpg,0.45091000000000003,1788,817,1331,2218
1943,yellowBalloon,MC2-Image-Data/Person29/Person29_9.jpg,0.32961999999999997,14,857,1371,2178
1944,birdCall,MC2-Image-Data/Person29/Person29_7.jpg,0.41705,1304,948,1734,1764
1945,cloudSign,MC2-Image-Data/Person29/Person29_7.jpg,0.42302,1291,1079,1116,1029
1946,eyeball,MC2-Image-Data/Person29/Person29_7.jpg,0.3869,1385,918,955,1008
1947,metalKey,MC2-Image-Data/Person29/Person29_7.jpg,0.3603,1035,746,1667,1311
1948,redWhistle,MC2-Image-Data/Person29/Person29_7.jpg,0.52876,14,1603,1412,1321
1949,blueSunglasses,MC2-Image-Data/Person29/Person29_7.jpg,0.49931000000000003,955,928,1828,958
1950,canadaPencil,MC2-Image-Data/Person29/Person29_6.jpg,0.27438,404,1865,2998,1170
1951,lavenderDie,MC2-Image-Data/Person29/Person29_6.jpg,0.36623,2245,1200,363,394
1952,birdCall,MC2-Image-Data/Person29/Person29_4.jpg,0.32748,1922,1180,1627,1704
1953,eyeball,MC2-Image-Data/Person29/Person29_4.jpg,0.2851,632,1250,780,746
1954,metalKey,MC2-Image-Data/Person29/Person29_4.jpg,0.35613,1694,1250,1519,1603
1955,pinkCandle,MC2-Image-Data/Person29/Person29_4.jpg,0.2722,1990,1331,323,1008
1956,sign,MC2-Image-Data/Person29/Person29_4.jpg,0.53901,699,726,1197,2309
1957,blueSunglasses,MC2-Image-Data/Person29/Person29_4.jpg,0.31389,175,1160,1680,474
1958,hairClip,MC2-Image-Data/Person29/Person29_4.jpg,0.44264,189,817,1076,1210
1959,yellowBag,MC2-Image-Data/Person29/Person29_4.jpg,0.26605,955,11,2406,1190
1960,cupcakePaper,MC2-Image-Data/Person29/Person29_5.jpg,0.28628000000000003,2164,1250,1694,1785
1961,eyeball,MC2-Image-Data/Person29/Person29_5.jpg,0.48041000000000006,1062,918,1062,988
1962,redWhistle,MC2-Image-Data/Person29/Person29_5.jpg,0.67742,1035,928,1667,1321
1963,sign,MC2-Image-Data/Person29/Person29_5.jpg,0.33243,1479,827,793,2208
1964,blueSunglasses,MC2-Image-Data/Person29/Person29_5.jpg,0.25187,1465,1271,793,232
1965,hairClip,MC2-Image-Data/Person29/Person29_5.jpg,0.53635,1291,847,1183,1160
1966,lavenderDie,MC2-Image-Data/Person29/Person29_5.jpg,0.68801,1667,1140,377,535
1967,pinkCandle,MC2-Image-Data/Person29/Person29_1.jpg,0.28173000000000004,864,752,286,577
1968,redWhistle,MC2-Image-Data/Person29/Person29_1.jpg,0.34315,1115,921,908,1031
1969,birdCall,MC2-Image-Data/Person29/Person29_2.jpg,0.37211,1546,313,1828,1744
1970,eyeball,MC2-Image-Data/Person29/Person29_2.jpg,0.46153999999999995,1775,676,767,595
1971,redWhistle,MC2-Image-Data/Person29/Person29_2.jpg,0.53971,552,1452,1425,1190
1972,sign,MC2-Image-Data/Person29/Person29_2.jpg,0.26295999999999997,1775,888,780,2148
1973,blueSunglasses,MC2-Image-Data/Person29/Person29_2.jpg,0.25384,1640,928,1035,484
1974,hairClip,MC2-Image-Data/Person29/Person29_2.jpg,0.26829000000000003,1573,1432,1170,1271
1975,lavenderDie,MC2-Image-Data/Person29/Person29_2.jpg,0.35691,1936,1805,404,494
1976,partyFavor,MC2-Image-Data/Person29/Person29_3.jpg,0.3084,14,192,1264,1583
1977,redWhistle,MC2-Image-Data/Person29/Person29_3.jpg,0.78118,726,807,1640,1140
1978,sign,MC2-Image-Data/Person29/Person29_3.jpg,0.35270999999999997,914,11,1358,2027
1979,birdCall,MC2-Image-Data/Person29/Person29_11.jpg,0.27565,1788,978,1318,1200
1980,cloudSign,MC2-Image-Data/Person29/Person29_11.jpg,0.3664,1479,857,1304,1049
1981,eyeball,MC2-Image-Data/Person29/Person29_11.jpg,0.26028,1479,454,793,1069
1982,pinkCandle,MC2-Image-Data/Person29/Person29_11.jpg,0.29704,2312,1210,256,807
1983,blueSunglasses,MC2-Image-Data/Person29/Person29_11.jpg,0.37001,1103,1140,1533,525
1984,birdCall,MC2-Image-Data/Person29/Person29_10.jpg,0.25856999999999997,14,1674,1197,1361
1985,cloudSign,MC2-Image-Data/Person29/Person29_10.jpg,0.41272,14,1553,914,938
1986,eyeball,MC2-Image-Data/Person29/Person29_10.jpg,0.3709,1801,1140,1264,978
1987,metalKey,MC2-Image-Data/Person29/Person29_10.jpg,0.32897,1291,605,1734,1593
1988,partyFavor,MC2-Image-Data/Person29/Person29_10.jpg,0.39464,457,11,1667,1674
1989,pinkCandle,MC2-Image-Data/Person29/Person29_10.jpg,0.37701,269,928,350,948
1990,sign,MC2-Image-Data/Person29/Person29_10.jpg,0.53728,820,1039,1546,1996
1991,trophy,MC2-Image-Data/Person29/Person29_10.jpg,0.26689,14,746,1116,1775
1992,blueSunglasses,MC2-Image-Data/Person29/Person29_10.jpg,0.32861,1694,1291,1479,646
1993,hairClip,MC2-Image-Data/Person29/Person29_10.jpg,0.31232,1882,888,1129,1059
1994,birdCall,MC2-Image-Data/Person29/Person29_12.jpg,0.38416,511,1573,1613,1462
1995,cloudSign,MC2-Image-Data/Person29/Person29_12.jpg,0.56042,982,2117,1183,918
1996,eyeball,MC2-Image-Data/Person29/Person29_12.jpg,0.41084,2648,1563,726,565
1997,metalKey,MC2-Image-Data/Person29/Person29_12.jpg,0.34047,471,1704,1654,1331
1998,pinkCandle,MC2-Image-Data/Person29/Person29_12.jpg,0.32559,861,11,283,898
1999,pumpkinNotes,MC2-Image-Data/Person29/Person29_12.jpg,0.28615,1707,625,2070,1936
2000,sign,MC2-Image-Data/Person29/Person29_12.jpg,0.39208000000000004,108,958,646,2077
2001,blueSunglasses,MC2-Image-Data/Person29/Person29_12.jpg,0.27095,2164,1603,1103,444
2002,lavenderDie,MC2-Image-Data/Person29/Person29_12.jpg,0.34088,820,545,323,394
2003,stickerBox,MC2-Image-Data/Person29/Person29_12.jpg,0.38155,2205,1129,1062,1432
2004,birdCall,MC2-Image-Data/Person29/Person29_13.jpg,0.29316,982,11,1801,1613
2005,cloudSign,MC2-Image-Data/Person29/Person29_13.jpg,0.43008,874,615,1371,1129
2006,eyeball,MC2-Image-Data/Person29/Person29_13.jpg,0.35100000000000003,592,1099,820,666
2007,metalKey,MC2-Image-Data/Person29/Person29_13.jpg,0.37137,955,575,1828,1230
2008,partyFavor,MC2-Image-Data/Person29/Person29_13.jpg,0.34435,1492,162,1331,1664
2009,pinkCandle,MC2-Image-Data/Person29/Person29_13.jpg,0.34826,1344,91,457,928
2010,pumpkinNotes,MC2-Image-Data/Person29/Person29_13.jpg,0.33945,605,11,1976,1946
2011,blueSunglasses,MC2-Image-Data/Person29/Person29_13.jpg,0.35288,2541,888,1506,565
2012,yellowBag,MC2-Image-Data/Person29/Person29_13.jpg,0.30257,14,968,2285,2067
2013,canadaPencil,MC2-Image-Data/Person29/Person29_14.jpg,0.29224,1600,797,2285,2006
2014,cloudSign,MC2-Image-Data/Person29/Person29_14.jpg,0.30454000000000003,148,948,525,847
2015,eyeball,MC2-Image-Data/Person29/Person29_14.jpg,0.37413,3132,1029,874,756
2016,metalKey,MC2-Image-Data/Person29/Person29_14.jpg,0.34706,14,1049,1103,1119
2017,redWhistle,MC2-Image-Data/Person29/Person29_14.jpg,0.35172,2742,857,1129,1059
2018,sign,MC2-Image-Data/Person29/Person29_14.jpg,0.49331,646,11,1291,1835
2019,lavenderDie,MC2-Image-Data/Person29/Person29_14.jpg,0.57353,3159,1190,283,394
2020,yellowBag,MC2-Image-Data/Person29/Person29_14.jpg,0.27323000000000003,1586,11,2460,1492
2021,cloudSign,MC2-Image-Data/Person11/Person11_20.jpg,0.27384000000000003,720,636,1107,630
2022,cupcakePaper,MC2-Image-Data/Person11/Person11_20.jpg,0.40412,2094,6,1814,1236
2023,pinkCandle,MC2-Image-Data/Person11/Person11_20.jpg,0.30364,1067,72,400,516
2024,sign,MC2-Image-Data/Person11/Person11_20.jpg,0.52341,747,6,1054,948
2025,lavenderDie,MC2-Image-Data/Person11/Person11_20.jpg,0.5314300000000001,2240,972,320,240
2026,cupcakePaper,MC2-Image-Data/Person11/Person11_9.jpg,0.28343,134,144,1734,1110
2027,eyeball,MC2-Image-Data/Person11/Person11_9.jpg,0.26932,2000,804,840,318
2028,sign,MC2-Image-Data/Person11/Person11_9.jpg,0.26655999999999996,987,6,587,1488
2029,cupcakePaper,MC2-Image-Data/Person11/Person11_8.jpg,0.31401,1187,174,1907,1320
2030,sign,MC2-Image-Data/Person11/Person11_8.jpg,0.28003,14,24,894,1614
2031,cupcakePaper,MC2-Image-Data/Person11/Person11_21.jpg,0.28943,1707,744,1987,1062
2032,sign,MC2-Image-Data/Person11/Person11_21.jpg,0.35841,947,162,1267,1578
2033,birdCall,MC2-Image-Data/Person11/Person11_23.jpg,0.30646999999999996,1374,162,1547,810
2034,pinkCandle,MC2-Image-Data/Person11/Person11_23.jpg,0.25803000000000004,2280,414,254,600
2035,pumpkinNotes,MC2-Image-Data/Person11/Person11_23.jpg,0.55088,1320,180,1614,1050
2036,sign,MC2-Image-Data/Person11/Person11_23.jpg,0.37327,2320,6,1347,1200
2037,trophy,MC2-Image-Data/Person11/Person11_23.jpg,0.36429,1520,390,1827,918
2038,blueSunglasses,MC2-Image-Data/Person11/Person11_23.jpg,0.35694000000000004,1640,696,1014,270
2039,hairClip,MC2-Image-Data/Person11/Person11_23.jpg,0.41853999999999997,1267,330,1160,768
2040,pinkCandle,MC2-Image-Data/Person11/Person11_22.jpg,0.28603,1960,822,360,540
2041,sign,MC2-Image-Data/Person11/Person11_22.jpg,0.52687,1014,438,1107,1368
2042,cloudSign,MC2-Image-Data/Person11/Person11_26.jpg,0.44418,1547,690,1200,774
2043,pinkCandle,MC2-Image-Data/Person11/Person11_26.jpg,0.34529,2014,588,267,738
2044,cloudSign,MC2-Image-Data/Person11/Person11_27.jpg,0.47428000000000003,1267,534,1147,846
2045,pinkCandle,MC2-Image-Data/Person11/Person11_27.jpg,0.32048000000000004,1974,360,307,702
2046,sign,MC2-Image-Data/Person11/Person11_27.jpg,0.39348,94,456,1227,1350
2047,blueSunglasses,MC2-Image-Data/Person11/Person11_27.jpg,0.26531,1280,642,1160,378
2048,canadaPencil,MC2-Image-Data/Person11/Person11_25.jpg,0.2834,1827,516,1787,1290
2049,cloudSign,MC2-Image-Data/Person11/Person11_25.jpg,0.46673000000000003,1467,1014,1360,792
2050,eyeball,MC2-Image-Data/Person11/Person11_25.jpg,0.27748,94,1242,1267,492
2051,pinkCandle,MC2-Image-Data/Person11/Person11_25.jpg,0.41039,2240,696,387,798
2052,pumpkinNotes,MC2-Image-Data/Person11/Person11_25.jpg,0.50779,1640,6,1600,984
2053,sign,MC2-Image-Data/Person11/Person11_25.jpg,0.36151,2307,438,827,1368
2054,canadaPencil,MC2-Image-Data/Person11/Person11_19.jpg,0.32516,1894,294,1614,1044
2055,cupcakePaper,MC2-Image-Data/Person11/Person11_19.jpg,0.27918000000000004,800,978,1520,828
2056,pinkCandle,MC2-Image-Data/Person11/Person11_19.jpg,0.33314,2134,54,614,780
2057,sign,MC2-Image-Data/Person11/Person11_19.jpg,0.64507,1907,6,1627,1302
2058,silverStraw,MC2-Image-Data/Person11/Person11_19.jpg,0.25786,1854,6,2160,1344
2059,canadaPencil,MC2-Image-Data/Person11/Person11_18.jpg,0.26247,1867,198,1094,1608
2060,pinkCandle,MC2-Image-Data/Person11/Person11_18.jpg,0.47603999999999996,2227,750,347,684
2061,sign,MC2-Image-Data/Person11/Person11_18.jpg,0.575,1614,48,1094,1542
2062,yellowBag,MC2-Image-Data/Person11/Person11_18.jpg,0.45386000000000004,14,234,2334,1446
2063,cloudSign,MC2-Image-Data/Person11/Person11_30.jpg,0.42112,840,6,1454,840
2064,pinkCandle,MC2-Image-Data/Person11/Person11_30.jpg,0.27455,2747,912,467,630
2065,pumpkinNotes,MC2-Image-Data/Person11/Person11_30.jpg,0.28386999999999996,534,630,1494,1176
2066,sign,MC2-Image-Data/Person11/Person11_30.jpg,0.41944,2387,342,1227,1464
2067,silverStraw,MC2-Image-Data/Person11/Person11_30.jpg,0.29186999999999996,2307,384,1360,1374
2068,eyeball,MC2-Image-Data/Person11/Person11_24.jpg,0.26978,254,1416,1454,390
2069,pinkCandle,MC2-Image-Data/Person11/Person11_24.jpg,0.31348000000000004,827,918,347,606
2070,cloudSign,MC2-Image-Data/Person11/Person11_29.jpg,0.43488999999999994,1534,1134,1240,672
2071,sign,MC2-Image-Data/Person11/Person11_29.jpg,0.36025999999999997,2680,438,1334,1368
2072,hairClip,MC2-Image-Data/Person11/Person11_29.jpg,0.28543,3107,1146,907,660
2073,cloudSign,MC2-Image-Data/Person11/Person11_15.jpg,0.30221,1934,768,1547,894
2074,cupcakePaper,MC2-Image-Data/Person11/Person11_15.jpg,0.35724,480,474,1614,1224
2075,sign,MC2-Image-Data/Person11/Person11_15.jpg,0.29298,1747,6,800,1776
2076,cloudSign,MC2-Image-Data/Person11/Person11_1.jpg,0.25928,2054,480,1294,678
2077,cupcakePaper,MC2-Image-Data/Person11/Person11_1.jpg,0.31496,14,6,1400,882
2078,eyeball,MC2-Image-Data/Person11/Person11_1.jpg,0.27138,2520,648,920,384
2079,metalKey,MC2-Image-Data/Person11/Person11_1.jpg,0.29804,1894,558,1640,804
2080,partyFavor,MC2-Image-Data/Person11/Person11_1.jpg,0.42572,1174,6,1920,684
2081,pinkCandle,MC2-Image-Data/Person11/Person11_1.jpg,0.25522,2814,120,400,654
2082,sign,MC2-Image-Data/Person11/Person11_1.jpg,0.53333,2534,6,934,1362
2083,cloudSign,MC2-Image-Data/Person11/Person11_14.jpg,0.29628000000000004,14,6,1414,588
2084,cupcakePaper,MC2-Image-Data/Person11/Person11_14.jpg,0.31732,2520,924,1494,882
2085,sign,MC2-Image-Data/Person11/Person11_14.jpg,0.34343,1787,6,720,1638
2086,cloudSign,MC2-Image-Data/Person11/Person11_28.jpg,0.55604,2120,576,1160,738
2087,pinkCandle,MC2-Image-Data/Person11/Person11_28.jpg,0.3816,2200,594,467,498
2088,redWhistle,MC2-Image-Data/Person11/Person11_28.jpg,0.30446,2947,1236,1067,570
2089,sign,MC2-Image-Data/Person11/Person11_28.jpg,0.5586800000000001,347,6,1307,1482
2090,pinkCandle,MC2-Image-Data/Person11/Person11_16.jpg,0.26619,1160,1296,214,384
2091,sign,MC2-Image-Data/Person11/Person11_16.jpg,0.46626999999999996,720,750,1134,1056
2092,hairClip,MC2-Image-Data/Person11/Person11_16.jpg,0.46255,2427,858,1134,744
2093,eyeball,MC2-Image-Data/Person11/Person11_3.jpg,0.39409,1067,630,1027,414
2094,cloudSign,MC2-Image-Data/Person11/Person11_2.jpg,0.31318,1867,378,1120,882
2095,cupcakePaper,MC2-Image-Data/Person11/Person11_2.jpg,0.33226,14,528,1454,1128
2096,metalKey,MC2-Image-Data/Person11/Person11_2.jpg,0.39061999999999997,1347,228,1574,696
2097,pinkCandle,MC2-Image-Data/Person11/Person11_17.jpg,0.47936999999999996,1654,318,387,522
2098,sign,MC2-Image-Data/Person11/Person11_17.jpg,0.5393600000000001,1214,6,1280,1362
2099,yellowBag,MC2-Image-Data/Person11/Person11_17.jpg,0.3824,14,96,1867,1464
2100,cupcakePaper,MC2-Image-Data/Person11/Person11_13.jpg,0.25981,14,498,1427,1200
2101,cupcakePaper,MC2-Image-Data/Person11/Person11_6.jpg,0.31978,1800,612,1800,1194
2102,sign,MC2-Image-Data/Person11/Person11_6.jpg,0.46162,1094,6,947,1134
2103,silverStraw,MC2-Image-Data/Person11/Person11_6.jpg,0.27971,467,6,2200,1386
2104,cupcakePaper,MC2-Image-Data/Person11/Person11_7.jpg,0.33546,1854,666,1694,1104
2105,sign,MC2-Image-Data/Person11/Person11_7.jpg,0.46876999999999996,1640,6,1000,1266
2106,yellowBag,MC2-Image-Data/Person11/Person11_7.jpg,0.28367,14,510,2294,1146
2107,cupcakePaper,MC2-Image-Data/Person11/Person11_12.jpg,0.35406,627,726,1880,1080
2108,eyeball,MC2-Image-Data/Person11/Person11_12.jpg,0.31426,2760,1014,1080,426
2109,sign,MC2-Image-Data/Person11/Person11_12.jpg,0.5061899999999999,1894,6,1054,1236
2110,cloudSign,MC2-Image-Data/Person11/Person11_10.jpg,0.39161999999999997,1667,606,947,690
2111,cupcakePaper,MC2-Image-Data/Person11/Person11_10.jpg,0.28643,1574,438,1134,1062
2112,eyeball,MC2-Image-Data/Person11/Person11_10.jpg,0.40625,1627,396,974,384
2113,pinkCandle,MC2-Image-Data/Person11/Person11_10.jpg,0.35623,1987,690,360,552
2114,sign,MC2-Image-Data/Person11/Person11_10.jpg,0.45009,1427,90,894,1470
2115,cupcakePaper,MC2-Image-Data/Person11/Person11_5.jpg,0.34297,1747,204,1920,1266
2116,sign,MC2-Image-Data/Person11/Person11_5.jpg,0.4977,707,6,1174,1086
2117,silverStraw,MC2-Image-Data/Person11/Person11_5.jpg,0.4186,480,36,2160,1302
2118,eyeball,MC2-Image-Data/Person11/Person11_4.jpg,0.25094,1880,1266,1094,450
2119,partyFavor,MC2-Image-Data/Person11/Person11_4.jpg,0.38321,1067,996,1574,810
2120,pinkCandle,MC2-Image-Data/Person11/Person11_4.jpg,0.31916,2267,576,374,516
2121,sign,MC2-Image-Data/Person11/Person11_4.jpg,0.5423399999999999,1814,132,1240,1638
2122,cloudSign,MC2-Image-Data/Person11/Person11_11.jpg,0.33737,3027,966,987,750
2123,cupcakePaper,MC2-Image-Data/Person11/Person11_11.jpg,0.31966999999999995,614,744,1894,1062
2124,eyeball,MC2-Image-Data/Person11/Person11_11.jpg,0.26191,3040,1050,974,378
2125,sign,MC2-Image-Data/Person11/Person11_11.jpg,0.48463999999999996,1534,6,1214,1338
2126,birdCall,MC2-Image-Data/Person3/Person3_3.jpg,0.48527,840,330,1480,1660
2127,cloudSign,MC2-Image-Data/Person3/Person3_3.jpg,0.30161,1454,1120,827,900
2128,eyeball,MC2-Image-Data/Person3/Person3_3.jpg,0.4294,2654,980,694,850
2129,pinkCandle,MC2-Image-Data/Person3/Person3_3.jpg,0.42644,1347,840,440,1090
2130,pumpkinNotes,MC2-Image-Data/Person3/Person3_3.jpg,0.29031999999999997,1067,330,1547,2120
2131,sign,MC2-Image-Data/Person3/Person3_3.jpg,0.43718,560,70,2027,2620
2132,blueSunglasses,MC2-Image-Data/Person3/Person3_3.jpg,0.33621,987,1380,1200,440
2133,lavenderDie,MC2-Image-Data/Person3/Person3_3.jpg,0.33826999999999996,2720,1090,534,580
2134,birdCall,MC2-Image-Data/Person3/Person3_2.jpg,0.63393,1134,1100,1440,1430
2135,eyeball,MC2-Image-Data/Person3/Person3_2.jpg,0.36124,14,1270,854,710
2136,pumpkinNotes,MC2-Image-Data/Person3/Person3_2.jpg,0.52693,654,550,2400,2460
2137,yellowBalloon,MC2-Image-Data/Person3/Person3_2.jpg,0.40288,747,730,2267,1700
2138,hairClip,MC2-Image-Data/Person3/Person3_2.jpg,0.30374,14,1280,960,1110
2139,lavenderDie,MC2-Image-Data/Person3/Person3_2.jpg,0.43727,3374,1580,387,460
2140,yellowBag,MC2-Image-Data/Person3/Person3_2.jpg,0.389,1160,1330,1947,1680
2141,birdCall,MC2-Image-Data/Person3/Person3_25.jpg,0.27624,',0,101,142
2142,eyeball,MC2-Image-Data/Person3/Person3_19.jpg,0.37526,1360,1100,947,590
2143,pumpkinNotes,MC2-Image-Data/Person3/Person3_19.jpg,0.41148,907,670,1880,2340
2144,yellowBalloon,MC2-Image-Data/Person3/Person3_19.jpg,0.4507,987,370,2334,2640
2145,lavenderDie,MC2-Image-Data/Person3/Person3_19.jpg,0.34210999999999997,1360,1150,400,430
2146,yellowBag,MC2-Image-Data/Person3/Person3_19.jpg,0.62856,840,920,2614,2090
2147,pumpkinNotes,MC2-Image-Data/Person3/Person3_18.jpg,0.36741,360,10,2414,2750
2148,yellowBalloon,MC2-Image-Data/Person3/Person3_18.jpg,0.42673,494,330,2174,2090
2149,yellowBag,MC2-Image-Data/Person3/Person3_18.jpg,0.46431999999999995,400,210,2334,2330
2150,cloudSign,MC2-Image-Data/Person3/Person3_24.jpg,0.28334000000000004,1120,1820,1427,1190
2151,eyeball,MC2-Image-Data/Person3/Person3_24.jpg,0.28219,307,10,800,700
2152,pinkCandle,MC2-Image-Data/Person3/Person3_24.jpg,0.25193000000000004,574,2210,254,800
2153,redWhistle,MC2-Image-Data/Person3/Person3_24.jpg,0.35045,2360,780,1267,1210
2154,blueSunglasses,MC2-Image-Data/Person3/Person3_24.jpg,0.27786,2720,1370,1160,440
2155,birdCall,MC2-Image-Data/Person3/Person3_1.jpg,0.5091600000000001,830,860,1140,1470
2156,cloudSign,MC2-Image-Data/Person3/Person3_1.jpg,0.34633,1070,1120,650,930
2157,eyeball,MC2-Image-Data/Person3/Person3_1.jpg,0.40703,1260,1370,660,480
2158,pumpkinNotes,MC2-Image-Data/Person3/Person3_1.jpg,0.53835,750,470,1300,1820
2159,hairClip,MC2-Image-Data/Person3/Person3_1.jpg,0.31679,960,890,860,1050
2160,lavenderDie,MC2-Image-Data/Person3/Person3_1.jpg,0.59546,2090,1380,320,460
2161,stickerBox,MC2-Image-Data/Person3/Person3_1.jpg,0.3109,960,840,860,1560
2162,birdCall,MC2-Image-Data/Person3/Person3_5.jpg,0.49945,627,120,1894,2080
2163,cloudSign,MC2-Image-Data/Person3/Person3_5.jpg,0.36098,1414,1220,867,1170
2164,eyeball,MC2-Image-Data/Person3/Person3_5.jpg,0.35243,1387,380,960,770
2165,pinkCandle,MC2-Image-Data/Person3/Person3_5.jpg,0.26736,1307,2010,534,880
2166,pumpkinNotes,MC2-Image-Data/Person3/Person3_5.jpg,0.41581,667,920,2360,1780
2167,sign,MC2-Image-Data/Person3/Person3_5.jpg,0.51736,1240,130,1800,2880
2168,blueSunglasses,MC2-Image-Data/Person3/Person3_5.jpg,0.29488000000000003,1267,1450,1174,710
2169,pumpkinNotes,MC2-Image-Data/Person3/Person3_20.jpg,0.42836,947,320,2360,2510
2170,yellowBalloon,MC2-Image-Data/Person3/Person3_20.jpg,0.60315,534,60,2680,2620
2171,lavenderDie,MC2-Image-Data/Person3/Person3_20.jpg,0.33136,1667,520,374,440
2172,yellowBag,MC2-Image-Data/Person3/Person3_20.jpg,0.6399100000000001,840,450,2067,1880
2173,pumpkinNotes,MC2-Image-Data/Person3/Person3_21.jpg,0.26936,660,1067,1450,2947
2174,birdCall,MC2-Image-Data/Person3/Person3_4.jpg,0.32259,1107,10,1520,1290
2175,cloudSign,MC2-Image-Data/Person3/Person3_4.jpg,0.37193000000000004,1374,10,974,1270
2176,eyeball,MC2-Image-Data/Person3/Person3_4.jpg,0.41266,1120,1100,1480,650
2177,metalKey,MC2-Image-Data/Person3/Person3_4.jpg,0.26193,747,50,1640,970
2178,pumpkinNotes,MC2-Image-Data/Person3/Person3_4.jpg,0.26509,920,760,1867,1670
2179,sign,MC2-Image-Data/Person3/Person3_4.jpg,0.30701999999999996,1414,10,1414,1800
2180,trophy,MC2-Image-Data/Person3/Person3_4.jpg,0.4341,1320,330,1654,2120
2181,yellowBalloon,MC2-Image-Data/Person3/Person3_4.jpg,0.30227,1107,650,1534,1860
2182,blueSunglasses,MC2-Image-Data/Person3/Person3_4.jpg,0.3394,1227,280,1267,520
2183,pumpkinNotes,MC2-Image-Data/Person3/Person3_6.jpg,0.48918999999999996,947,400,1774,1960
2184,yellowBag,MC2-Image-Data/Person3/Person3_6.jpg,0.32924000000000003,934,530,1854,1710
2185,birdCall,MC2-Image-Data/Person3/Person3_23.jpg,0.58792,1534,310,1787,1710
2186,cloudSign,MC2-Image-Data/Person3/Person3_23.jpg,0.32756,1454,1510,1374,1030
2187,eyeball,MC2-Image-Data/Person3/Person3_23.jpg,0.30633,1800,1000,1240,820
2188,pumpkinNotes,MC2-Image-Data/Person3/Person3_23.jpg,0.70289,1387,440,2120,1890
2189,blueSunglasses,MC2-Image-Data/Person3/Person3_23.jpg,0.33585,1800,910,1254,510
2190,stickerBox,MC2-Image-Data/Person3/Person3_23.jpg,0.39011,2174,720,1080,1370
2191,cloudSign,MC2-Image-Data/Person3/Person3_22.jpg,0.40703,1614,1060,1054,1080
2192,cupcakePaper,MC2-Image-Data/Person3/Person3_22.jpg,0.2637,1240,660,1814,1450
2193,eyeball,MC2-Image-Data/Person3/Person3_22.jpg,0.26209,1107,960,974,880
2194,redWhistle,MC2-Image-Data/Person3/Person3_22.jpg,0.5395,1734,1000,1374,1180
2195,blueSunglasses,MC2-Image-Data/Person3/Person3_22.jpg,0.41395,1147,850,1440,650
2196,hairClip,MC2-Image-Data/Person3/Person3_22.jpg,0.36658,1307,420,1107,1130
2197,yellowBag,MC2-Image-Data/Person3/Person3_22.jpg,0.33334,14,40,1947,2230
2198,birdCall,MC2-Image-Data/Person3/Person3_7.jpg,0.51869,1227,320,1840,1690
2199,canadaPencil,MC2-Image-Data/Person3/Person3_7.jpg,0.37861999999999996,440,160,1187,2800
2200,cloudSign,MC2-Image-Data/Person3/Person3_7.jpg,0.39257,1774,1110,707,920
2201,eyeball,MC2-Image-Data/Person3/Person3_7.jpg,0.3002,1894,160,1027,760
2202,pumpkinNotes,MC2-Image-Data/Person3/Person3_7.jpg,0.8079999999999999,1374,230,1547,1870
2203,stickerBox,MC2-Image-Data/Person3/Person3_7.jpg,0.47361000000000003,1560,470,1147,1420
2204,birdCall,MC2-Image-Data/Person3/Person3_13.jpg,0.4686,2040,450,1907,1850
2205,cloudSign,MC2-Image-Data/Person3/Person3_13.jpg,0.31616,534,1320,960,970
2206,eyeball,MC2-Image-Data/Person3/Person3_13.jpg,0.31340999999999997,454,970,1640,880
2207,pumpkinNotes,MC2-Image-Data/Person3/Person3_13.jpg,0.2717,854,830,2000,1940
